Common_Course_ID,has_prereq,Course_Dept,Course_Num,,
GEOG430,Has pre-req,GEOG,430,,
GEOG432,Has pre-req,GEOG,432,,
GEOG433,Has pre-req,GEOG,433,,
GEOG472,Has pre-req,GEOG,472,,
GEOG482,Has pre-req,GEOG,482,,
GEOG485,Has pre-req,GEOG,485,,
GEOG486,Has pre-req,GEOG,486,,
GEOG489,Has pre-req,GEOG,489,,
GEOG490,Has pre-req,GEOG,490,,
GEOG491,Has pre-req,GEOG,491,,
GEOG493,Has pre-req,GEOG,493,,
GEOG494,Has pre-req,GEOG,494,,
GEOG495,Has pre-req,GEOG,495,,
GEOG496,Has pre-req,GEOG,496,,
GEOG497,Has pre-req,GEOG,497,,
GEOG498,Has pre-req,GEOG,498,,
GEOL311,Has pre-req,GEOL,311,,
GEOL315,Has pre-req,GEOL,315,,
GEOL316,Has pre-req,GEOL,316,,
GEOL318,Has pre-req,GEOL,318,,
GEOL331,Has pre-req,GEOL,331,,
GEOL332,Has pre-req,GEOL,332,,
GEOL334,Has pre-req,GEOL,334,,
GEOL350,Has pre-req,GEOL,350,,
GEOL353,Has pre-req,GEOL,353,,
GEOL363,Has pre-req,GEOL,363,,
GEOL414,Has pre-req,GEOL,414,,
GEOL415,Has pre-req,GEOL,415,,
GEOL416,Has pre-req,GEOL,416,,
GEOL418,Has pre-req,GEOL,418,,
GEOL425,Has pre-req,GEOL,425,,
GEOL431,Has pre-req,GEOL,431,,
GEOL433,Has pre-req,GEOL,433,,
GEOL434,Has pre-req,GEOL,434,,
GEOL435,Has pre-req,GEOL,435,,
GEOL440,Has pre-req,GEOL,440,,
GEOL451,Has pre-req,GEOL,451,,
GEOL452,Has pre-req,GEOL,452,,
GEOL453,Has pre-req,GEOL,453,,
GEOL454,Has pre-req,GEOL,454,,
GEOL455,Has pre-req,GEOL,455,,
GEOL462,Has pre-req,GEOL,462,,
GEOL466,Has pre-req,GEOL,466,,
GEOL467,Has pre-req,GEOL,467,,
GEOL468,Has pre-req,GEOL,468,,
GEOL471,Has pre-req,GEOL,471,,
GEOL472,Has pre-req,GEOL,472,,
GER102,Has pre-req,GER,102,,
GER103,Has pre-req,GER,103,,
GER105,Has pre-req,GER,105,,
GER201,Has pre-req,GER,201,,
GER202,Has pre-req,GER,202,,
GER203,Has pre-req,GER,203,,
GER204,Has pre-req,GER,204,,
GER205,Has pre-req,GER,205,,
GER311,Has pre-req,GER,311,,
GER312,Has pre-req,GER,312,,
GER313,Has pre-req,GER,313,,
GER314,Has pre-req,GER,314,,
GER315,Has pre-req,GER,315,,
GER317,Has pre-req,GER,317,,
GER328,Has pre-req,GER,328,,
GER329,Has pre-req,GER,329,,
GER340,Has pre-req,GER,340,,
GER341,Has pre-req,GER,341,,
GER360,Has pre-req,GER,360,,
GER361,Has pre-req,GER,361,,
GER362,Has pre-req,GER,362,,
GER366,Has pre-req,GER,366,,
GER367,Has pre-req,GER,367,,
GER368,Has pre-req,GER,368,,
GER399,Has pre-req,GER,399,,
GER411,Has pre-req,GER,411,,
GER412,Has pre-req,GER,412,,
GER413,Has pre-req,GER,413,,
GER425,Has pre-req,GER,425,,
GER440,Has pre-req,GER,440,,
GER460,Has pre-req,GER,460,,
GER471,Has pre-req,GER,471,,
GLBL420,Has pre-req,GLBL,420,,
GLBL421,Has pre-req,GLBL,421,,
GLBL422,Has pre-req,GLBL,422,,
HC301H,Has pre-req,HC,301,,
HPHY321,Has pre-req,HPHY,321,,
HPHY322,Has pre-req,HPHY,322,,
HPHY323,Has pre-req,HPHY,323,,
HPHY324,Has pre-req,HPHY,324,,
HPHY325,Has pre-req,HPHY,325,,
HPHY333,Has pre-req,HPHY,333,,
HPHY337,Has pre-req,HPHY,337,,
HPHY362,Has pre-req,HPHY,362,,
HPHY371,Has pre-req,HPHY,371,,
HPHY374,Has pre-req,HPHY,374,,
HPHY375,Has pre-req,HPHY,375,,
HPHY381,Has pre-req,HPHY,381,,
HPHY411,Has pre-req,HPHY,411,,
HPHY412,Has pre-req,HPHY,412,,
HPHY413,Has pre-req,HPHY,413,,
HPHY414,Has pre-req,HPHY,414,,
HPHY417,Has pre-req,HPHY,417,,
HPHY419,Has pre-req,HPHY,419,,
HPHY420,Has pre-req,HPHY,420,,
HPHY421,Has pre-req,HPHY,421,,
HPHY422,Has pre-req,HPHY,422,,
HPHY423,Has pre-req,HPHY,423,,
HPHY432,Has pre-req,HPHY,432,,
HPHY433,Has pre-req,HPHY,433,,
HPHY434,Has pre-req,HPHY,434,,
HPHY435,Has pre-req,HPHY,435,,
HPHY436,Has pre-req,HPHY,436,,
HPHY441,Has pre-req,HPHY,441,,
HPHY442,Has pre-req,HPHY,442,,
HPHY443,Has pre-req,HPHY,443,,
HPHY444,Has pre-req,HPHY,444,,
HPHY460,Has pre-req,HPHY,460,,
HPHY462,Has pre-req,HPHY,462,,
HPHY470,Has pre-req,HPHY,470,,
HPHY472,Has pre-req,HPHY,472,,
HPHY473,Has pre-req,HPHY,473,,
HPHY480,Has pre-req,HPHY,480,,
HPHY485,Has pre-req,HPHY,485,,
HPHY486,Has pre-req,HPHY,486,,
IARC444,Has pre-req,IARC,444,,
IARC445,Has pre-req,IARC,445,,
IARC447,Has pre-req,IARC,447,,
IARC471,Has pre-req,IARC,471,,
IARC472,Has pre-req,IARC,472,,
IARC473,Has pre-req,IARC,473,,
IARC484,Has pre-req,IARC,484,,
IARC486,Has pre-req,IARC,486,,
IARC487,Has pre-req,IARC,487,,
IARC488,Has pre-req,IARC,488,,
IARC489,Has pre-req,IARC,489,,
IARC492,Has pre-req,IARC,492,,
ICH102,Has pre-req,ICH,102,,
ICH103,Has pre-req,ICH,103,,
ICH201,Has pre-req,ICH,201,,
ICH202,Has pre-req,ICH,202,,
ICH203,Has pre-req,ICH,203,,
INTL420,Has pre-req,INTL,420,,
INTL421,Has pre-req,INTL,421,,
INTL422,Has pre-req,INTL,422,,
ITAL102,Has pre-req,ITAL,102,,
ITAL103,Has pre-req,ITAL,103,,
ITAL105,Has pre-req,ITAL,105,,
ITAL202,Has pre-req,ITAL,202,,
ITAL203,Has pre-req,ITAL,203,,
ITAL301,Has pre-req,ITAL,301,,
ITAL303,Has pre-req,ITAL,303,,
ITAL305,Has pre-req,ITAL,305,,
ITAL306,Has pre-req,ITAL,306,,
ITAL307,Has pre-req,ITAL,307,,
ITAL317,Has pre-req,ITAL,317,,
ITAL318,Has pre-req,ITAL,318,,
ITAL319,Has pre-req,ITAL,319,,
ITAL320,Has pre-req,ITAL,320,,
ITAL407,Has pre-req,ITAL,407,,
ITAL441,Has pre-req,ITAL,441,,
ITAL444,Has pre-req,ITAL,444,,
ITAL449,Has pre-req,ITAL,449,,
ITAL461,Has pre-req,ITAL,461,,
ITAL481,Has pre-req,ITAL,481,,
ITAL491,Has pre-req,ITAL,491,,
J205,Has pre-req,J,205,,
J206,Has pre-req,J,206,,
J207,Has pre-req,J,207,,
J208,Has pre-req,J,208,,
J211,Has pre-req,J,211,,
J212,Has pre-req,J,212,,
J213,Has pre-req,J,213,,
J250,Has pre-req,J,250,,
J314,Has pre-req,J,314,,
J320,Has pre-req,J,320,,
J331,Has pre-req,J,331,,
J333,Has pre-req,J,333,,
J342,Has pre-req,J,342,,
J352,Has pre-req,J,352,,
J361,Has pre-req,J,361,,
J365,Has pre-req,J,365,,
J371,Has pre-req,J,371,,
J385,Has pre-req,J,385,,
J387,Has pre-req,J,387,,
J396,Has pre-req,J,396,,
J397,Has pre-req,J,397,,
J411M,Has pre-req,J,411,,
J412,Has pre-req,J,412,,
J413,Has pre-req,J,413,,
J415,Has pre-req,J,415,,
J416,Has pre-req,J,416,,
J420,Has pre-req,J,420,,
J421,Has pre-req,J,421,,
J428M,Has pre-req,J,428,,
J429,Has pre-req,J,429,,
J430,Has pre-req,J,430,,
J431,Has pre-req,J,431,,
J432,Has pre-req,J,432,,
J434,Has pre-req,J,434,,
J436,Has pre-req,J,436,,
J440,Has pre-req,J,440,,
J443,Has pre-req,J,443,,
J444,Has pre-req,J,444,,
J452,Has pre-req,J,452,,
J453,Has pre-req,J,453,,
J454,Has pre-req,J,454,,
J456,Has pre-req,J,456,,
J457,Has pre-req,J,457,,
J458,Has pre-req,J,458,,
J459,Has pre-req,J,459,,
J460,Has pre-req,J,460,,
J461,Has pre-req,J,461,,
J462,Has pre-req,J,462,,
J463,Has pre-req,J,463,,
J464,Has pre-req,J,464,,
J466,Has pre-req,J,466,,
J467,Has pre-req,J,467,,
J468,Has pre-req,J,468,,
J472,Has pre-req,J,472,,
J473,Has pre-req,J,473,,
J474,Has pre-req,J,474,,
J475,Has pre-req,J,475,,
J477,Has pre-req,J,477,,
J478,Has pre-req,J,478,,
J483,Has pre-req,J,483,,
J494,Has pre-req,J,494,,
J495,Has pre-req,J,495,,
J496,Has pre-req,J,496,,
JPN102,Has pre-req,JPN,102,,
JPN103,Has pre-req,JPN,103,,
JPN201,Has pre-req,JPN,201,,
JPN202,Has pre-req,JPN,202,,
JPN203,Has pre-req,JPN,203,,
JPN301,Has pre-req,JPN,301,,
JPN302,Has pre-req,JPN,302,,
JPN303,Has pre-req,JPN,303,,
JPN305,Has pre-req,JPN,305,,
JPN306,Has pre-req,JPN,306,,
JPN307,Has pre-req,JPN,307,,
JPN315,Has pre-req,JPN,315,,
JPN411,Has pre-req,JPN,411,,
JPN412,Has pre-req,JPN,412,,
JPN413,Has pre-req,JPN,413,,
JPN414,Has pre-req,JPN,414,,
JPN415,Has pre-req,JPN,415,,
JPN416,Has pre-req,JPN,416,,
JPN434,Has pre-req,JPN,434,,
JPN435,Has pre-req,JPN,435,,
JPN436,Has pre-req,JPN,436,,
JPN437,Has pre-req,JPN,437,,
JPN441,Has pre-req,JPN,441,,
JPN455,Has pre-req,JPN,455,,
JPN490,Has pre-req,JPN,490,,
KRN102,Has pre-req,KRN,102,,
KRN103,Has pre-req,KRN,103,,
KRN201,Has pre-req,KRN,201,,
KRN202,Has pre-req,KRN,202,,
KRN203,Has pre-req,KRN,203,,
KRN301,Has pre-req,KRN,301,,
KRN302,Has pre-req,KRN,302,,
KRN303,Has pre-req,KRN,303,,
KRN315,Has pre-req,KRN,315,,
KRN411,Has pre-req,KRN,411,,
KRN412,Has pre-req,KRN,412,,
KRN413,Has pre-req,KRN,413,,
LA327,Has pre-req,LA,327,,
LA439,Has pre-req,LA,439,,
LA441,Has pre-req,LA,441,,
LA465,Has pre-req,LA,465,,
LA466,Has pre-req,LA,466,,
LA475,Has pre-req,LA,475,,
LA489,Has pre-req,LA,489,,
LA499,Has pre-req,LA,499,,
LAT102,Has pre-req,LAT,102,,
LAT103,Has pre-req,LAT,103,,
LAT302,Has pre-req,LAT,302,,
LAT303,Has pre-req,LAT,303,,
LING311,Has pre-req,LING,311,,
LING312,Has pre-req,LING,312,,
LING331,Has pre-req,LING,331,,
LING411,Has pre-req,LING,411,,
LING415,Has pre-req,LING,415,,
LING416,Has pre-req,LING,416,,
LING430,Has pre-req,LING,430,,
LING432,Has pre-req,LING,432,,
LING435,Has pre-req,LING,435,,
LING450,Has pre-req,LING,450,,
LING451,Has pre-req,LING,451,,
LING452,Has pre-req,LING,452,,
LING460,Has pre-req,LING,460,,
LING491,Has pre-req,LING,491,,
LING493,Has pre-req,LING,493,,
LING495,Has pre-req,LING,495,,
LT436,Has pre-req,LT,436,,
LT437,Has pre-req,LT,437,,
LT448,Has pre-req,LT,448,,
LT449,Has pre-req,LT,449,,
MATH101,Has pre-req,MATH,101,,
MATH105(Z),Has pre-req,MATH,105(,),
MATH106,Has pre-req,MATH,106,,
MATH107,Has pre-req,MATH,107,,
MATH111(Z),Has pre-req,MATH,111(,),
MATH111Z,Has pre-req,MATH,111,,
MATH112(Z),Has pre-req,MATH,112(,),
MATH112Z,Has pre-req,MATH,112,,
MATH211,Has pre-req,MATH,211,,
MATH212,Has pre-req,MATH,212,,
MATH213,Has pre-req,MATH,213,,
MATH231,Has pre-req,MATH,231,,
MATH232,Has pre-req,MATH,232,,
MATH233,Has pre-req,MATH,233,,
MATH241,Has pre-req,MATH,241,,
MATH242,Has pre-req,MATH,242,,
MATH246,Has pre-req,MATH,246,,
MATH247,Has pre-req,MATH,247,,
MATH251,Has pre-req,MATH,251,,
MATH252,Has pre-req,MATH,252,,
MATH253,Has pre-req,MATH,253,,
MATH256,Has pre-req,MATH,256,,
MATH261,Has pre-req,MATH,261,,
MATH262,Has pre-req,MATH,262,,
MATH263,Has pre-req,MATH,263,,
MATH281,Has pre-req,MATH,281,,
MATH282,Has pre-req,MATH,282,,
MATH307,Has pre-req,MATH,307,,
MATH315,Has pre-req,MATH,315,,
MATH316,Has pre-req,MATH,316,,
MATH317,Has pre-req,MATH,317,,
MATH320,Has pre-req,MATH,320,,
MATH341,Has pre-req,MATH,341,,
MATH342,Has pre-req,MATH,342,,
MATH343,Has pre-req,MATH,343,,
MATH345M,Has pre-req,MATH,345,,
MATH346,Has pre-req,MATH,346,,
MATH347,Has pre-req,MATH,347,,
MATH348,Has pre-req,MATH,348,,
MATH351,Has pre-req,MATH,351,,
MATH352,Has pre-req,MATH,352,,
MATH391,Has pre-req,MATH,391,,
MATH392,Has pre-req,MATH,392,,
MATH393,Has pre-req,MATH,393,,
MATH394,Has pre-req,MATH,394,,
MATH395,Has pre-req,MATH,395,,
MATH397,Has pre-req,MATH,397,,
MATH411,Has pre-req,MATH,411,,
MATH412,Has pre-req,MATH,412,,
MATH413,Has pre-req,MATH,413,,
MATH414,Has pre-req,MATH,414,,
MATH415,Has pre-req,MATH,415,,
MATH420,Has pre-req,MATH,420,,
MATH421,Has pre-req,MATH,421,,
MATH421M,Has pre-req,MATH,421,,
MATH422,Has pre-req,MATH,422,,
MATH425,Has pre-req,MATH,425,,
MATH431,Has pre-req,MATH,431,,
MATH432,Has pre-req,MATH,432,,
MATH433,Has pre-req,MATH,433,,
MATH434,Has pre-req,MATH,434,,
MATH441,Has pre-req,MATH,441,,
MATH444,Has pre-req,MATH,444,,
MATH445,Has pre-req,MATH,445,,
MATH446,Has pre-req,MATH,446,,
MATH456,Has pre-req,MATH,456,,
MATH457,Has pre-req,MATH,457,,
MATH458,Has pre-req,MATH,458,,
MATH461,Has pre-req,MATH,461,,
MATH462,Has pre-req,MATH,462,,
MATH463,Has pre-req,MATH,463,,
MATH467,Has pre-req,MATH,467,,
MGMT311,Has pre-req,MGMT,311,,
MGMT321,Has pre-req,MGMT,321,,
MGMT335,Has pre-req,MGMT,335,,
MGMT415,Has pre-req,MGMT,415,,
MGMT416,Has pre-req,MGMT,416,,
MGMT417,Has pre-req,MGMT,417,,
MGMT420,Has pre-req,MGMT,420,,
MGMT422,Has pre-req,MGMT,422,,
MGMT443,Has pre-req,MGMT,443,,
MGMT455,Has pre-req,MGMT,455,,
MIL423,Has pre-req,MIL,423,,
MKTG311,Has pre-req,MKTG,311,,
MKTG390,Has pre-req,MKTG,390,,
MKTG395,Has pre-req,MKTG,395,,
MKTG410,Has pre-req,MKTG,410,,
MKTG415,Has pre-req,MKTG,415,,
MKTG420,Has pre-req,MKTG,420,,
MKTG435,Has pre-req,MKTG,435,,
MKTG445,Has pre-req,MKTG,445,,
MKTG470,Has pre-req,MKTG,470,,
MKTG490,Has pre-req,MKTG,490,,
MUE411,Has pre-req,MUE,411,,
MUE413,Has pre-req,MUE,413,,
MUE420,Has pre-req,MUE,420,,
MUE460,Has pre-req,MUE,460,,
MUE461,Has pre-req,MUE,461,,
MUE466,Has pre-req,MUE,466,,
MUE472,Has pre-req,MUE,472,,
MUE473,Has pre-req,MUE,473,,
MUJ181,Has pre-req,MUJ,181,,
MUJ182,Has pre-req,MUJ,182,,
MUJ271,Has pre-req,MUJ,271,,
MUJ272,Has pre-req,MUJ,272,,
MUJ273,Has pre-req,MUJ,273,,
MUJ274,Has pre-req,MUJ,274,,
MUJ275,Has pre-req,MUJ,275,,
MUJ276,Has pre-req,MUJ,276,,
MUJ440,Has pre-req,MUJ,440,,
MUJ474,Has pre-req,MUJ,474,,
MUJ475,Has pre-req,MUJ,475,,
MUJ476,Has pre-req,MUJ,476,,
MUJ477,Has pre-req,MUJ,477,,
MUJ478,Has pre-req,MUJ,478,,
MUJ479,Has pre-req,MUJ,479,,
MUJ480,Has pre-req,MUJ,480,,
MUJ481,Has pre-req,MUJ,481,,
MUJ482,Has pre-req,MUJ,482,,
MUJ483,Has pre-req,MUJ,483,,
MUJ484,Has pre-req,MUJ,484,,
MUJ485,Has pre-req,MUJ,485,,
MUP121,Has pre-req,MUP,121,,
MUP163,Has pre-req,MUP,163,,
MUS132,Has pre-req,MUS,132,,
MUS133,Has pre-req,MUS,133,,
MUS134,Has pre-req,MUS,134,,
MUS135,Has pre-req,MUS,135,,
MUS136,Has pre-req,MUS,136,,
MUS138,Has pre-req,MUS,138,,
MUS139,Has pre-req,MUS,139,,
MUS142,Has pre-req,MUS,142,,
MUS143,Has pre-req,MUS,143,,
MUS156,Has pre-req,MUS,156,,
MUS231,Has pre-req,MUS,231,,
MUS232,Has pre-req,MUS,232,,
MUS233,Has pre-req,MUS,233,,
MUS234,Has pre-req,MUS,234,,
MUS235,Has pre-req,MUS,235,,
MUS236,Has pre-req,MUS,236,,
MUS237,Has pre-req,MUS,237,,
MUS238,Has pre-req,MUS,238,,
MUS239,Has pre-req,MUS,239,,
MUS240,Has pre-req,MUS,240,,
MUS241,Has pre-req,MUS,241,,
MUS242,Has pre-req,MUS,242,,
MUS249,Has pre-req,MUS,249,,
MUS267,Has pre-req,MUS,267,,
MUS268,Has pre-req,MUS,268,,
MUS269,Has pre-req,MUS,269,,
MUS327,Has pre-req,MUS,327,,
MUS340,Has pre-req,MUS,340,,
MUS341,Has pre-req,MUS,341,,
MUS342,Has pre-req,MUS,342,,
MUS384,Has pre-req,MUS,384,,
MUS393,Has pre-req,MUS,393,,
MUS416,Has pre-req,MUS,416,,
MUS417,Has pre-req,MUS,417,,
MUS422,Has pre-req,MUS,422,,
MUS428,Has pre-req,MUS,428,,
MUS430,Has pre-req,MUS,430,,
MUS431,Has pre-req,MUS,431,,
MUS432,Has pre-req,MUS,432,,
MUS433,Has pre-req,MUS,433,,
MUS434,Has pre-req,MUS,434,,
MUS435,Has pre-req,MUS,435,,
MUS439,Has pre-req,MUS,439,,
MUS440,Has pre-req,MUS,440,,
MUS441,Has pre-req,MUS,441,,
MUS442,Has pre-req,MUS,442,,
MUS445,Has pre-req,MUS,445,,
MUS450,Has pre-req,MUS,450,,
MUS456,Has pre-req,MUS,456,,
MUS463,Has pre-req,MUS,463,,
MUS467,Has pre-req,MUS,467,,
MUS468,Has pre-req,MUS,468,,
MUS474,Has pre-req,MUS,474,,
MUS475,Has pre-req,MUS,475,,
MUS477,Has pre-req,MUS,477,,
MUS478,Has pre-req,MUS,478,,
MUS481,Has pre-req,MUS,481,,
MUS482,Has pre-req,MUS,482,,
MUS484,Has pre-req,MUS,484,,
NORW102,Has pre-req,NORW,102,,
NORW103,Has pre-req,NORW,103,,
NORW201,Has pre-req,NORW,201,,
NORW202,Has pre-req,NORW,202,,
NORW203,Has pre-req,NORW,203,,
OBA311,Has pre-req,OBA,311,,
OBA311H,Has pre-req,OBA,311,,
OBA312,Has pre-req,OBA,312,,
OBA330,Has pre-req,OBA,330,,
OBA335,Has pre-req,OBA,335,,
OBA335H,Has pre-req,OBA,335,,
OBA340,Has pre-req,OBA,340,,
OBA433,Has pre-req,OBA,433,,
OBA444,Has pre-req,OBA,444,,
OBA455,Has pre-req,OBA,455,,
OBA466,Has pre-req,OBA,466,,
OBA477,Has pre-req,OBA,477,,
OBA488,Has pre-req,OBA,488,,
PD301,Has pre-req,PD,301,,
PD323,Has pre-req,PD,323,,
PD340,Has pre-req,PD,340,,
PD350,Has pre-req,PD,350,,
PD430,Has pre-req,PD,430,,
PD440,Has pre-req,PD,440,,
PD483,Has pre-req,PD,483,,
PD484,Has pre-req,PD,484,,
PD485,Has pre-req,PD,485,,
PD487,Has pre-req,PD,487,,
PD488,Has pre-req,PD,488,,
PEAS380,Has pre-req,PEAS,380,,
PEMA242,Has pre-req,PEMA,242,,
PEMB222,Has pre-req,PEMB,222,,
PEO288,Has pre-req,PEO,288,,
PEO325,Has pre-req,PEO,325,,
PEO331,Has pre-req,PEO,331,,
PEO341,Has pre-req,PEO,341,,
PEO343,Has pre-req,PEO,343,,
PEO351,Has pre-req,PEO,351,,
PEO356,Has pre-req,PEO,356,,
PEO361,Has pre-req,PEO,361,,
PEO362,Has pre-req,PEO,362,,
PEO366,Has pre-req,PEO,366,,
PEO369M,Has pre-req,PEO,369,,
PEO371,Has pre-req,PEO,371,,
PEO391,Has pre-req,PEO,391,,
PEO392,Has pre-req,PEO,392,,
PEO411,Has pre-req,PEO,411,,
PEO413,Has pre-req,PEO,413,,
PEO455,Has pre-req,PEO,455,,
PEOL288,Has pre-req,PEOL,288,,
PEOL341,Has pre-req,PEOL,341,,
PEOL351,Has pre-req,PEOL,351,,
PEOL356,Has pre-req,PEOL,356,,
PEOL361,Has pre-req,PEOL,361,,
PEOL363,Has pre-req,PEOL,363,,
PEOL366,Has pre-req,PEOL,366,,
PEOL371,Has pre-req,PEOL,371,,
PEOL391,Has pre-req,PEOL,391,,
PEOL392,Has pre-req,PEOL,392,,
PEOL455,Has pre-req,PEOL,455,,
PEOW325,Has pre-req,PEOW,325,,
PHIL310,Has pre-req,PHIL,310,,
PHIL311,Has pre-req,PHIL,311,,
PHIL312,Has pre-req,PHIL,312,,
PHIL320,Has pre-req,PHIL,320,,
PHIL322,Has pre-req,PHIL,322,,
PHIL323,Has pre-req,PHIL,323,,
PHIL325,Has pre-req,PHIL,325,,
PHIL331,Has pre-req,PHIL,331,,
PHIL339,Has pre-req,PHIL,339,,
PHIL343,Has pre-req,PHIL,343,,
PHIL350,Has pre-req,PHIL,350,,
PHIL407,Has pre-req,PHIL,407,,
PHIL421,Has pre-req,PHIL,421,,
PHIL426,Has pre-req,PHIL,426,,
PHIL433,Has pre-req,PHIL,433,,
PHIL443,Has pre-req,PHIL,443,,
PHIL452,Has pre-req,PHIL,452,,
PHIL453,Has pre-req,PHIL,453,,
PHIL472,Has pre-req,PHIL,472,,
PHIL474,Has pre-req,PHIL,474,,
PHYS201,Has pre-req,PHYS,201,,
PHYS202,Has pre-req,PHYS,202,,
PHYS203,Has pre-req,PHYS,203,,
PHYS251,Has pre-req,PHYS,251,,
PHYS252,Has pre-req,PHYS,252,,
PHYS253,Has pre-req,PHYS,253,,
PHYS301,Has pre-req,PHYS,301,,
PHYS351,Has pre-req,PHYS,351,,
PHYS352,Has pre-req,PHYS,352,,
PHYS353,Has pre-req,PHYS,353,,
PHYS354,Has pre-req,PHYS,354,,
PHYS362,Has pre-req,PHYS,362,,
PHYS369M,Has pre-req,PHYS,369,,
PHYS391,Has pre-req,PHYS,391,,
PHYS411,Has pre-req,PHYS,411,,
PHYS412,Has pre-req,PHYS,412,,
PHYS413,Has pre-req,PHYS,413,,
PHYS415,Has pre-req,PHYS,415,,
PHYS417,Has pre-req,PHYS,417,,
PHYS421M,Has pre-req,PHYS,421,,
PHYS422,Has pre-req,PHYS,422,,
PHYS423M,Has pre-req,PHYS,423,,
PHYS424,Has pre-req,PHYS,424,,
PHYS425,Has pre-req,PHYS,425,,
PHYS431,Has pre-req,PHYS,431,,
PHYS432,Has pre-req,PHYS,432,,
PHYS444,Has pre-req,PHYS,444,,
PHYS491,Has pre-req,PHYS,491,,
PHYS492,Has pre-req,PHYS,492,,
PHYS493,Has pre-req,PHYS,493,,
PORT102,Has pre-req,PORT,102,,
PORT103,Has pre-req,PORT,103,,
PORT112,Has pre-req,PORT,112,,
PORT201,Has pre-req,PORT,201,,
PORT202,Has pre-req,PORT,202,,
PORT203,Has pre-req,PORT,203,,
PORT301,Has pre-req,PORT,301,,
PORT305,Has pre-req,PORT,305,,
PORT399,Has pre-req,PORT,399,,
PPPM404,Has pre-req,PPPM,404,,
PPPM415,Has pre-req,PPPM,415,,
PPPM441,Has pre-req,PPPM,441,,
PPPM452,Has pre-req,PPPM,452,,
PPPM480,Has pre-req,PPPM,480,,
PPPM495,Has pre-req,PPPM,495,,
PS353,Has pre-req,PS,353,,
PS446,Has pre-req,PS,446,,
PSY302,Has pre-req,PSY,302,,
PSY303,Has pre-req,PSY,303,,
PSY304,Has pre-req,PSY,304,,
PSY305,Has pre-req,PSY,305,,
PSY306,Has pre-req,PSY,306,,
PSY307,Has pre-req,PSY,307,,
PSY308,Has pre-req,PSY,308,,
PSY309,Has pre-req,PSY,309,,
PSY412,Has pre-req,PSY,412,,
PSY420,Has pre-req,PSY,420,,
PSY433,Has pre-req,PSY,433,,
PSY435,Has pre-req,PSY,435,,
PSY436,Has pre-req,PSY,436,,
PSY438,Has pre-req,PSY,438,,
PSY440,Has pre-req,PSY,440,,
PSY445,Has pre-req,PSY,445,,
PSY449,Has pre-req,PSY,449,,
PSY450,Has pre-req,PSY,450,,
PSY456,Has pre-req,PSY,456,,
PSY457,Has pre-req,PSY,457,,
PSY458,Has pre-req,PSY,458,,
PSY459,Has pre-req,PSY,459,,
PSY461,Has pre-req,PSY,461,,
PSY468,Has pre-req,PSY,468,,
PSY469,Has pre-req,PSY,469,,
PSY471,Has pre-req,PSY,471,,
PSY472,Has pre-req,PSY,472,,
PSY473,Has pre-req,PSY,473,,
PSY475,Has pre-req,PSY,475,,
PSY476,Has pre-req,PSY,476,,
PSY478,Has pre-req,PSY,478,,
PSY479,Has pre-req,PSY,479,,
PSY480,Has pre-req,PSY,480,,
RL404,Has pre-req,RL,404,,
RUSS102,Has pre-req,RUSS,102,,
RUSS103,Has pre-req,RUSS,103,,
RUSS201,Has pre-req,RUSS,201,,
RUSS202,Has pre-req,RUSS,202,,
RUSS316,Has pre-req,RUSS,316,,
RUSS317,Has pre-req,RUSS,317,,
RUSS318,Has pre-req,RUSS,318,,
RUSS436,Has pre-req,RUSS,436,,
RUSS444,Has pre-req,RUSS,444,,
SBUS250,Has pre-req,SBUS,250,,
SBUS250N,Has pre-req,SBUS,250,,
SBUS450,Has pre-req,SBUS,450,,
SBUS452,Has pre-req,SBUS,452,,
SBUS453,Has pre-req,SBUS,453,,
SBUS455,Has pre-req,SBUS,455,,
SBUS456,Has pre-req,SBUS,456,,
SOC305,Has pre-req,SOC,305,,
SOC311,Has pre-req,SOC,311,,
SOC330,Has pre-req,SOC,330,,
SOC335,Has pre-req,SOC,335,,
SOC407,Has pre-req,SOC,407,,
SOC413,Has pre-req,SOC,413,,
SOC415,Has pre-req,SOC,415,,
SOC425,Has pre-req,SOC,425,,
SOC445,Has pre-req,SOC,445,,
SOC451,Has pre-req,SOC,451,,
SOC452,Has pre-req,SOC,452,,
SOC457,Has pre-req,SOC,457,,
SOC467,Has pre-req,SOC,467,,
SPAN102,Has pre-req,SPAN,102,,
SPAN103,Has pre-req,SPAN,103,,
SPAN112,Has pre-req,SPAN,112,,
SPAN201,Has pre-req,SPAN,201,,
SPAN202,Has pre-req,SPAN,202,,
SPAN203,Has pre-req,SPAN,203,,
SPAN228,Has pre-req,SPAN,228,,
SPAN238,Has pre-req,SPAN,238,,
SPAN248,Has pre-req,SPAN,248,,
SPAN301,Has pre-req,SPAN,301,,
SPAN303,Has pre-req,SPAN,303,,
SPAN305,Has pre-req,SPAN,305,,
SPAN307,Has pre-req,SPAN,307,,
SPAN308,Has pre-req,SPAN,308,,
SPAN311,Has pre-req,SPAN,311,,
SPAN312,Has pre-req,SPAN,312,,
SPAN315,Has pre-req,SPAN,315,,
SPAN316,Has pre-req,SPAN,316,,
SPAN317,Has pre-req,SPAN,317,,
SPAN318,Has pre-req,SPAN,318,,
SPAN319,Has pre-req,SPAN,319,,
SPAN320,Has pre-req,SPAN,320,,
